name,dlc,featureflag,model,projectile,air projectile,spawn,scale,width,sound,offset,charge effect,fire effect,fire effect AA,ignition effect,target hit,soft hit,hard hit,water hit,// target armor,// damage,// DPS,attack,anti armor,anti granite,anti air,shock,blast,timer,burst,delay,range,extended,min range,accuracy,speed,initialSpeed,timeUntilFullSpeed,charge,cooldown,timeBetweenAttacks,shake,fire strategy,targeting,cone,homing,invalid,valid,damageType,traits,pinning strategy,overheat,onSoldierHit,poison,allianceSwitch,mindControl,timelineShot,burstOffsets,notification
// AIR SUPPORT OPERATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphorus_Bomb,jungle,,/,Barrel_Bomb,,Tear_Gas_Cloud,0.5,,,,,,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,200,#REF!,200,60,,,/,8,,3,/,11,,,,20,,,,/,0,60,,,,,solid; extinguishable,,scorching,unaimed;friendlyFire;noModifierBonus,,,onHit: None,,,,,,
Phosphorus_Gas,jungle,,/,/,,,1,,,,,,,,,,,/,,18,#REF!,30,40,,,/,4,,/,/,3,,,,,,,,/,0.5,/,,,,,structure; solid; inanimate; gasImmune; extinguishable,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
Drop_Turret_Container,jungle,,/,Drop_Turret_Container,,Drop_Turret,0.5,,,,,,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,11,,,,20,,,,/,0,10,,,,,solid; extinguishable,,scorching,unaimed;friendlyFire;noModifierBonus,,,onHit: None,,,,,,
Drop_Turret_Shot,jungle,,/,Tracer,Tracer,,1.5,,burstStart: HMG,,,Muzzle_Flash_10,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,7.5,#REF!,15,35,,5,20,,,4,0.15,20,5,,max: 7,104,,,,/,0.6,/,turret,fovweighted,,,solid; extinguishable,,,burstEffect,,,,,,,,,
Tear_Grenade,jungle,,/,Rifle_Grenade,,Tear_Gas_Cloud,1,,Rifle_Grenade,,,Grenade_Launcher,,,,Rifle_Grenade_Explosion,,Water_Splash_Small,,1,#REF!,,,,,/,,,/,/,15,,/,max: 3,20,,,0.5,1,15.5,/,,,,,structure; solid; inanimate; extinguishable,,,spreadFire,,,onHit: None,,,,,,
Tear_Gas,jungle,,/,/,,,1,,,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,,,50,4,,/,/,3,,,,,,,,/,0.5,/,,,,,structure; solid; inanimate; gasImmune; extinguishable,,hidden,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// GRENADE TROOPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungle_Grenade,jungle,,/,Jungle_Grenade,,,1.2,/,,,,G.Trooper_Grenade_Throw,,Bullet_Impact_Dust,,G.Trooper_Grenade_Explosion,,Water_Splash_Small,,64,#REF!,80,50,30,,60,2.5,0.4 hideTimer,/,/,25,,8,max: 1.5,25,,,0.9,1,1.9,10,,,,,solid; extinguishable,,,indirectFire; spreadFire;constantFireRate;noBlastReduction,,,onHit: None,,,,,,
Jungle_Grenade_Bag_Shot,jungle,,/,/,,,1,,,,,/,,,,Rocket_APHE,,,,90,#REF!,150,40,30,,80,4,,/,/,/,,,,,,,,/,0,20,,,,,solid; extinguishable,,,friendlyFire;noModifierBonus;noBlastReduction,,,,,,,,,
Grenade_Trooper_Death,jungle,,/,/,,,1,,,,,/,,,,Grenade_Trooper_Explosion,,,,96,#REF!,120,50,20,,80,4,,/,/,/,,,,,,,,/,0,20,,,,,solid; extinguishable,,,noModifierBonus;noBlastReduction,,,,,,,,,
Flare_Grenade_Throw,jungle,,/,Sensor_Flare,,Flare_Grenade,1,/,,,,G.Trooper_Grenade_Throw,,,,Flare_Ignition,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,20,,/,/,30,,,,/,2.6,/,,,,,/,,,indirectFire,,,onHit: None,,,,,,
Flare_Grenade_Explosion,jungle,,/,/,,,,,,,,,,,,Grenade_Explosion_Concussive,,,,,,/,/,,,200,5,,/,/,/,,,/,/,,,,/,0,/,,,,,solid; massive; extinguishable,,,longStun; forceStun; noBlastReduction; friendlyFire,,,,,,,,,
Grenade_Drone_Bomb,jungle,,/,Gas_Canister,,,1,,/,,,/,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,32,#REF!,80,30,20,,50,3,,5,0.2,0.1,,/,max: 0.3,10,,,/,/,2.3,/,,,,,solid; extinguishable,,,indirectFire; unaimed,,,onHit: None,,,,,,
Grenade_Drone_Suicide,jungle,,/,/,,,1,,,,,/,,,,Rocket_APHE,,,,90,#REF!,150,40,30,,80,4,,/,/,/,,,,,,,,/,0,20,,,,,solid; extinguishable,,,noModifierBonus;noBlastReduction; onFireKillUnit,,,,,,,,,
Jungle_Grenade_Volley,jungle,,/,Jungle_Grenade,,,1,/,,,,,,,,Frag_Grenade_Explosion,,Water_Splash_Small,,80,#REF!,100,50,30,,30,6,0.5 hideTimer,/,/,20,,10,max: 6,40,,,0.3,/,0.8,10,,,,,solid; extinguishable,,,friendlyFire;indirectFire;noModifierBonus;spreadFire,,,onHit: None,,,,,,
Grenade_Drone_Homing,jungle,,/,Jungle_Grenade_Drone,,,1,/,Grenade_Troopers_Drone_Launch,,,,,,,Frag_Grenade_Explosion,,Water_Splash_Small,,240,#REF!,300,50,30,,100,4,,/,/,45,,10,,10,,,0,0.5,0.5,10,,,,200,solid; extinguishable,armored,,forceStun,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// SAWMASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chainsaw_Mech_Attack,jungle,,/,/,,,,,burstStart: Saw_Master_Attack,,,Circle_Saw_Shot,,,,,,/,,12,#REF!,20,40,20,,/,1,,3,0.3,4.5,,/,,,,,/,/,0.9,/,turret,fovweighted,,,solid; extinguishable,,,burstEffect; noBlastReduction,,,,,,,,,
Saw_Blade,jungle,,/,Saw_Blade,,,1.5,2,Saw_Master_Blade_Eject_0,,,Circle_Saw_Shot,,,Autocannon_Hit,Saw_Blade_Explosion,,Water_Splash_Tiny,,200,#REF!,200,60,30,,,,,/,/,40,,/,,40,,,1,1,2,/,soldier special1,,,,solid; extinguishable,,explosive,friendlyFire,,,onHit: PassThroughDamage,,,,,,
SawMaster_Spin_Shot,jungle,,/,/,,,1,,Saw_Master_Spin,,,,,,Shockwave_Small,,,/,,#VALUE!,#VALUE!,30 50,20,10,/,30,8,,/,/,4.5,,,,,,,,1,0.2,/,soldier special0,,,,solid; extinguishable,,explosive,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
Sawmaster_Drone_Shot,jungle,,/,/,,,,,Police_Drone_Attack,,,Drone_Sparks,,,,,,/,,4,#REF!,10,30,,,10,/,,/,/,/,,,,,,,/,/,2,5,,,,,extinguishable; structure,,,spreadFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BushTrimmer_Shot,jungle,,/,/,,,,,Police_Drone_Attack,,,Drone_Sparks,,,,,,/,,1,#REF!,10,10,,,10,/,,/,/,/,,,,,,,/,/,2,5,,,,,extinguishable; structure,,,spreadFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M4 HOVER MORTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hover_Mortar_Shot,jungle,,/,Thumper_Shell,,,1,,M11_Mortar,,,M11_Mortar,,,,M11_Mortar_Explosion,,Water_Splash_Small,,6,#REF!,60,15,5,,50,5,,/,/,35,,15,max: 4,30,,,1.35,0.65,2,10,turret,fovweighted,,,extinguishable,,,indirectFire;noBlastReduction,Scorpion,,onHit: None,,,,,,
Hover_Mortar_ATGM,jungle,,/,Hover_Mortar_ATGM ,,,1,,Missile,,,,,,Fireball,Fireball,,Water_Splash_Large,,,,100,100,10,,/,2,,/,/,40,,10,,20,,,2,1,5,30,soldier special0,,,200,solid; extinguishable,,,forceStun,,,,,,,,,
Hover_Mortar_Napalm_Shot,jungle,,/,Sky_Grenade,,Napalm_Dispenser,1,/,M11_Mortar,,,M11_Mortar,,Bullet_Impact_Dust,,Grenade_Explosion_Concussive,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,/,25,150,5,,/,/,25,,7,max: 0.5,20,,,,/,3,40,,,,,solid; extinguishable,,,indirectFire;forceStun;longStun;noModifierBonus,,,onHit: None,,,,,,
Napalm_Pool_Shot,jungle,,/,/,,,1,,,,,,,,,,,/,,1,3,6,20,,,50,3,,/,/,4,,,,,,,,/,0.3,/,,,,,solid; extinguishable; fireproof; ,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
Hover_Mortar_Flare_Shot,jungle,,/,Sky_Grenade,,Flare_Bomb,1,/,M11_Mortar,,,M11_Mortar,,Bullet_Impact_Dust,,Grenade_Explosion_Concussive,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,/,25,150,5,,/,/,30,,7,max: 0.5,20,,,,/,3,40,turret,,,,solid; extinguishable,,,indirectFire;forceStun;longStun;noModifierBonus,,,onHit: None,,,,,,
Hover_Mortar_Bomb,jungle,,/,Hover_Mortar_Bomb,,,1,,,,,,,,Fireball_Heavy,Fireball_Heavy,,Water_Splash_Small,,200,#REF!,200,60,40,,70,8,,4,/,11,,,,10,,,,/,0,60,,,,,structure; solid; extinguishable,,scorching,unaimed;friendlyFire;noModifierBonus,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungle_MG_Turret_Burst,jungle,,/,Tracer,Tracer,,2,,burstStart: M1919MMG,,,Muzzle_Flash_8,,,Autocannon_Hit,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,,,12,25,,5,/,,,10,0.15,20,5,/,max: 3,100,,,,/,2.5,/,turret,fovweighted,,,solid; extinguishable,,,burstEffect,,,,,,,,,
Jungle_MG_Turret_Powershot,jungle,,/,Grenade,,,1.2,/,,,,G.Trooper_Grenade_Throw,,Bullet_Impact_Dust,,G.Trooper_Grenade_Explosion,,Water_Splash_Small,,64,#REF!,80,50,30,,60,2.5,0.4 hideTimer,/,/,15,,6,max: 4,25,,,,/,6,10,,,,,solid; extinguishable,,,indirectFire; noBlastReduction; unaimed; spreadFire,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M6 ONTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mech_Ontos_Burst,jungle,,/,Shell_Tracer,Shell_Tracer,,0.09,/,Longsword_Attack,,,Recoilless_Rifle_Shot,,,Rifle_Grenade_Explosion,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,170,#REF!,170,69,25,,20,/,,4,0.2,40,/,/,/,80,,,0.2,/,3.8,5,turret,fovweighted,10,,solid; extinguishable,,,,,,,,,,,,
Mech_Ontos_Deployed_Shot,jungle,,/,Rifle_Grenade,Shell_Tracer,,0.09,/,Longsword_Attack,,,Recoilless_Rifle_Shot,,,Rifle_Grenade_Explosion,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,170,#REF!,170,69,25,80,50,2,,/,/,25,/,/,max: 1,50,,,0.2,/,1,5,turret,fovweighted,10,,solid; extinguishable,,,,,,,,,,,,
Ontos_Ripper_Burst,jungle,,/,Ripper_Tracer,,,1,5,Ripper_Blast,,,Ripper_Flash,,,,,,/,,#VALUE!,#VALUE!,80 120,80,,,50,,,4,0.5,12,4,,,80,,,1,/,2.5,/,,,,,solid; extinguishable,,,friendlyFire,,,onHit: PassThroughDamage,,,,,,
Mech_Ontos_Barrage,jungle,,/,Invisible_Shell,,,1,,Ripper_Blast,,,Ripper_Flash,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,160,#REF!,200,50,10,,20,5,,4,0.3,10,,/,/,100,,,,/,4.9,10,,,,,solid; extinguishable,,,indirectFire,,,onHit: None,,,,,0 0;0 6;0 12;0 18,
Mech_Ontos_Tripod_Launch,jungle,,/,Invisible_Shell,,Mech_Ontos_Tripod,1,/,,,,,,,,,,,,#VALUE!,#VALUE!,/,/,,,/,1.5,,4,/,30,,/,/,200,,,/,/,1.5,/,,,,,/,,,indirectFire;unaimed,,,onHit: None,,,,,-7.5 -0.5;-2.5 0;2.5 0;7.5 -0.5,
Mech_Ontos_Tripod_Shot,jungle,,/,Shell_Tracer,Shell_Tracer,,0.09,/,Longsword_Attack,,,Recoilless_Rifle_Shot,,,Rifle_Grenade_Explosion,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,170,#REF!,170,69,25,,20,/,,/,/,40,/,/,/,80,,,0.2,/,2.2,5,,,,,solid; extinguishable,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M9 MORTAR MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mech_Artillery_Shot,jungle,,/,Mech_Artillery_Shell,,,0.2,,M11_Howitzer,,,M9_Minotaur_Shot,,,G.Trooper_Grenade_Explosion,G.Trooper_Grenade_Explosion,,Water_Splash_Small,,60,#REF!,100,40,20,,30,3,,2,1,50,,16,max: 5,30,,,0.5,0.5,2,30,turret,fovweighted,30,,extinguishable,,explosive,indirectFire,AlwaysTargetGround,,,,,,,,
Mech_Artillery_Direct_Shot,jungle,,/,Shell_Tracer,,,0.2,,M11_Howitzer,,,M9_Minotaur_Shot,,,G.Trooper_Grenade_Explosion,G.Trooper_Grenade_Explosion,,Water_Splash_Small,,60,#REF!,100,40,20,,30,3,,4,0.4,35,,6,max: 2,60,,,0.5,0.5,3,30,turret,fovweighted,30,,extinguishable,,explosive,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M23-T COMBAT CAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combat_Cab_Shot,jungle,,/,Tracer,Tracer,,2,, Auto_Turret_Shot,,,M11_Mortar,,,Autocannon_Hit,Autocannon_Hit,,Water_Splash_Tiny,,30,#REF!,30,60,10,10,10,,,6,0.15,25,5,,max: 3,104,,,0,/,2.25,/,turret,fovweighted,,,extinguishable,,,,,attacksToOverheat: 5; cooldownTime: 5,,,,,,,
Combat_Cab_Mortar_Shot,jungle,,/,Electro_Mortar,,,0.2,,M11_Mortar,,,M11_Mortar,,,,M11_Mortar_Explosion,,Water_Splash_Small,,6,#REF!,60,15,5,,50,5,,5,0.5,35,,15,max: 4,30,,,,/,7,10,turret,fovweighted,,,extinguishable,,,indirectFire;noBlastReduction,Scorpion,,onHit: None,,,,,,
Combat_Cab_Flamethrower_Shot,jungle,,/,Invisible,,,1,4,burstStart: M11_Flamethrower,,,Flamethrower_Turret,,,,/,,/,,12,#REF!,60,20,,,50,,,10,0.2,16,2,/,,40,,,,/,4.8,/,turret,fovweighted,,,solid; extinguishable,flammable,scorching,burstEffect; StopBurstEffectManually,,,onHit: PassThroughDamage,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy_Jungle_Trooper_Burst,jungle,,/,Tracer,Tracer,,1.5,,burstStart: Morita_MkII,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,,Water_Splash_Tiny,,14,#REF!,14,60,,4,10,,,3,0.3,30,10,,max: 5,100,,,0.2,0.3,1.5,/,,,,,solid; extinguishable,,,spreadFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// POWER SNIPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS_Sniper,jungle,,/,Indirect_Bullet,,,1,,Autocannon_V2,,,Recoilless_Rifle_Shot,,,Autocannon_Hit,Bullet_Impact_Dust,,Water_Splash_Tiny,,150,#REF!,150,60,,,50,,,/,/,60,,/,/,80,,,1,0.5,3,/,,,,,solid; extinguishable,,,,,,onHit: DetonateOnTargetOnly,,,,,,
PS_Sniper_Focused_Shot,jungle,,/,Indirect_Bullet,,,1,,Autocannon_V2,,,Recoilless_Rifle_Shot,,,Autocannon_Hit,Bullet_Impact_Dust,,Water_Splash_Small,,300,#REF!,300,60,,,150,,,/,/,60,,/,/,200,,,1,0.5,3,/,,,10,,solid; extinguishable,,,,,,onHit: DetonateOnTargetOnly,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armed_Skyhook_Gatling,jungle,,/,Tracer,Tracer,,2,/,burstStart: MG34LMG,,,Minigun_Muzzle_Flash,,,Autocannon_Hit,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,1,#REF!,2,10,,3,40,,,3,0.104,25,10,,min: 6; max: 12; air: 12,120,,,,/,0.312,/,turret,fovweighted,,,solid; extinguishable,armored,,,,attacksToOverheat: 10; cooldownTime: 2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// PLATFORM GUNSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invisible_Gunship_Arrival_Shot,jungle,,/,Invisible_Shell_High,,Deployed_Gunship,1,/,/,,Silo_Missile_Charge,,,,,,,,,#VALUE!,#VALUE!,/,/,/,/,/,/,,/,/,1000,,,max: 1,70,,,4,/,13,/,,,,,solid; extinguishable,extinguishable,,indirectFire;noModifierBonus;forceStun;longStun; unaimed; friendlyFire; hasAbilityDestinationMarker; detonateOnWater,,,onHit: None,,,,,,
Platform_Gunship_HMG_Shot,jungle,,/,Tracer,Tracer,,2,/,burstStart: HMG,,,Turret_Muzzle_Flash,,,Bullet_Impact_Dust_Heavy,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,6,#REF!,10,40,,,40,,,3,0.104,25,10,,max: 20,120,,,,/,0.312,/,turret,fovweighted,,,solid; extinguishable,armored,,,,,,,,,,,
Platform_Gunship_Missile_Shot,jungle,,/,Gunship_Rocket,,,1,/,Missile_Mech_Rocket,,,Gunship_Rocket_Shot,,,Rocket_APHE,Rocket_APHE,,Water_Splash_Tiny,,100,#REF!,100,60,,,30,4,,/,/,60,10,,max: 2,55,,,,/,2.4,10,turret,fovweighted,,,solid; extinguishable,armored,,indirectFire;noModifierBonus,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MARAUDER MK.II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MkII_Minigun,jungle,,/,Tracer_Orange,Tracer_Orange,,1.5,,burstStart: MG34LMG,,,Minigun_Muzzle_Flash,,,Stinger_Shot_Hit,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,4.8,#REF!,8,40,,5,20,,,4,0.1,35,10,,max: 3; air: 5,120,,,,/,0.4,/,turret,fovweighted,30,,solid; extinguishable,,,burstEffect,,,,,,,,,
MkII_Minigun_Hover,jungle,,/,Tracer_Orange,Tracer_Orange,,1.5,,burstStart: MG34LMG,,,Minigun_Muzzle_Flash,,,Stinger_Shot_Hit,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,6,#REF!,10,40,,5,20,,,4,0.1,40,10,,max: 3; air: 3,120,,,,/,0.4,/,,,,,solid; extinguishable,,,burstEffect,,,,,,,,,
MkII_Chainsaw,jungle,,,,,,,,,,,,,,,,,/,,,,20,/,,10,100,2,,,,/,,,,,,,,/,,/,,,,,solid; extinguishable,,,burstEffect;indirectFire,,,,,,,,,
MkII_Missile,jungle,,/,Rocket,,,1,,Missile,,,M11_Mortar,,,Fireball,Fireball,,Water_Splash_Large,,,,100,40,,,,5,,6,0.26,40,,20,/,39,,,1.5,1,9.3,40,soldier special0,,,,solid; extinguishable,,explosive,friendlyFire;indirectFire;noModifierBonus,,,onHit: None,,,,,-10 0;-5 0;0 0;5 0;10 0,
MkII_Missile_v2,jungle,,/,Rocket,,,1,,Missile,,,M11_Mortar,,,Fireball,Fireball,,Water_Splash_Large,,,,100,40,,,,5,,6,0.26,40,,20,/,39,,,1.5,1,9.3,40,soldier special0,,,,solid; extinguishable,,explosive,friendlyFire;indirectFire;noModifierBonus,,,onHit: None,,,,,-10 0;-5 0;0 0;5 0;10 0,
MkII_Grenade,jungle,,/,Gas_Canister,,,1,,Chemical_Shot,,,M11_Mortar,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,56,#REF!,70,50,20,,50,3,,2,0.5,40,,8,max: 2,50,,,,/,1,20,,,,,solid; extinguishable,,,,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TUNNELER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunneler_Surfaced_Claw,jungle,,/,/,,,,,Claw,,,,,,,,,/,,12,#REF!,30,30,30,,50,,,/,/,/,,/,,,,,0.75,0.75,1.5,/,,,,,extinguishable; meleeImmune,,,,,,,,,,,,
Tunneler_Burrowed_Claw,jungle,,/,/,,,,,,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,/,,/,,,/,/,0.5,,/,,,,,/,/,10,/,,,,,extinguishable; meleeImmune; stealthFire,,hidden,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// SCARAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle_Claws,jungle,,/,/,,,,,Scarab_Bite,,,,,,,,,/,,48,#REF!,80,40,40,,50,,,/,/,/,,/,,,,,0.7,0.5,2.7,/,,,,,extinguishable,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// SCARAB SPITTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle_Spitter_Death,jungle,,/,/,,Scarab_Bugs,,,,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,/,,,,,,,,/,1,50,,,,,extinguishable,,,,,,,,,,,,
Turtle_Spitter_Armored_Spit,jungle,,/,Spitter_Spit,Needler_Shot,,,,burstStart: Scarab_Spiter_Attack,,,Spikes_Burst,,,Spit_Impact,Spit_Impact,,Water_Splash_Small,,3,#REF!,5,40,40,20,20,6,,4,/,20,,,max: 4,40,,,0.1,1.8,3.1,/,,,,,solid; extinguishable,,hidden,spreadFire,,,onHit: None,,,,,,
Turtle_Spitter_Spit,jungle,,/,Spitter_Spit,Needler_Shot,,,,burstStart: Scarab_Spiter_Attack,,,Spikes_Burst,,,Spit_Impact,Spit_Impact,,Water_Splash_Small,,3,#REF!,5,40,40,20,20,6,,4,/,25,,,max: 3,40,,,0.1,1.8,2.1,/,,,,,solid; extinguishable,,hidden,spreadFire,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// VENATOR BUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venator_Claws,jungle,,/,/,,,,,Venator_MelleeAttack,,,,,,,,,/,,40,#REF!,40,60,60,,20,1,,/,/,/,,/,,,,,0.7,1,2.2,/,,,,,extinguishable,,,,,,,,,,,,
Venator_Jump_Impact,jungle,,/,/,,Venator_Jump_Shock,,,,,,,,,,Venator_Jump_Impact,,/,,36,#REF!,60,40,40,,/,2,,/,/,/,,,,,,,/,1.5,2,70,,,,,solid; extinguishable,,,friendlyFire;unaimed;noModifierBonus;noSelfDamage; noBlastReduction,,,,,,,,,
Venator_Jump_Shock,jungle,,/,/,,,,,,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,/,,200,5,,/,/,/,,,,,,,/,/,0,/,,,,,solid; extinguishable,,,friendlyFire;unaimed;noModifierBonus;noSelfDamage; noBlastReduction;longStun,,,,,,,,,
Venator_Death,jungle,,/,/,,,,,,,,,,,,Venator_Jump_Impact,,/,,#VALUE!,#VALUE!,/,/,/,,200,4,,/,/,/,,,,,,,/,/,0,/,,,,,solid; extinguishable,,,friendlyFire;unaimed;noModifierBonus;noSelfDamage; noBlastReduction;longStun,,,,,,,,,
Venator_Spit,jungle,,/,Venator_Spit,,,,,burstStart: Venator_Attack,,,Spikes_Burst,,,,Venator_Shot_Pool,,Water_Splash_Small,,12,#REF!,20,40,40,,50,2,,4,/,12,,,max: 1,40,,,0.1,1.8,3.1,/,,,,,solid; extinguishable,,hidden,forceStun; longStun,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// KING TANKER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King_Tanker_Claws,jungle,,/,/,,King_Tanker_Shock,,,ATT_CLAW,,,Grenade_Explosion_Concussive,,,,,,/,,300,#REF!,300,100,100,,50,4,,/,/,10,,/,,,,,1,1,6,/,,,,,extinguishable,,,,,,,,,,,,
King_Tanker_Shock,jungle,,/,/,,,,,,,,,,,,/,,,,,,/,/,/,,200,8,,/,/,/,,,/,/,,,,/,0,/,,,,,extinguishable,,,noBlastReduction,,,,,,,,,
King_Tanker_Acid,jungle,,/,Invisible_Shell,,Tanker_Acid_Pool,,,,,Tanker_Spark ,Tanker_Acid,,,,Tanker_Acid_Impact,,/,,35,#REF!,35,80,80,,40,3,,/,/,18,,/,,40,,,0.2,3,6.4,/,,,,,extinguishable; minion,,acid,,AlwaysTargetGround,,onHit: PassThroughDamage,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// VEGETATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant_Spiker_Shot,jungle,,/,/,,Spike_Shock,1,,,,,/,,,,Spiker_Burst,,,,,,65,50,50,,30,0.5,,/,/,2,,,,,,,2,/,7,30,,,,,solid; extinguishable,,,unaimed;indirectFire;noBlastReduction;detonateOnSource,,,,,,,,,
